,Date,Day_of_Week,Time_Slot,Route_ID,Route_Name,Bus_ID,Driver_ID,Bus_Type,Total_Seats,Seats_Booked,Occupancy_Rate (%),Ticket_Price,Revenue_Per_Trip,Fuel_Consumption_Liters,Fuel_Efficiency_KMPL,Maintenance_Status,Last_Service_Date,Breakdown_Incidents,Disruption_Likelihood,Risk_Score,Delay_Probability,Expense_Per_Trip,Profit_Per_Trip,Weather,Festival_Season,Holiday,Special_Event,Avg_Travel_Time (mins),Delay_Mins,Start_Desitination,End_Destination,Distance_KM
3685,14-06-2024,Friday,Afternoon,467,Ahmedabad-Vadodara,GJ02-AC-190,D298,Express,40,53,132.5,300,15900,8.35,5.94,Needs Repair,26-04-2024,0,0.76,Low,0.79,6348,9552,Clear,0,1,,293,14,Ahmedabad,Vadodara,194
3686,03-01-2024,Wednesday,Night,369,Vadodara-Surat,GJ06-Express-468,D247,Sleeper,50,51,102,200,10200,9.16,5.91,Needs Repair,08-04-2024,3,0.41,High,0.78,3476,6724,Rainy,1,0,,149,24,Vadodara,Surat,106
3687,25-01-2024,Thursday,Afternoon,207,Gandhinagar-Bhavnagar,GJ03-Sleeper-353,D364,Express,50,29,58,200,5800,7.43,5.91,Needs Repair,05-02-2024,2,0.15,Medium,0.17,6533,-733,Rainy,1,0,IPL Match,177,28,Gandhinagar,Bhavnagar,179
3688,15-06-2024,Saturday,Afternoon,346,Ahmedabad-Vadodara,GJ04-Sleeper-388,D394,Express,40,54,135,250,13500,9.69,4.41,Needs Repair,03-01-2024,2,0.1,High,0.11,6522,6978,Clear,0,1,Festival Season,184,6,Ahmedabad,Vadodara,145
3689,03-03-2024,Sunday,Morning,271,Gandhinagar-Bhavnagar,GJ02-Non-AC-441,D234,AC,50,23,46,300,6900,6.86,5.87,Good,31-01-2024,3,0.19,High,0.52,5842,1058,Foggy,0,0,IPL Match,283,22,Gandhinagar,Bhavnagar,170
3690,01-05-2024,Wednesday,Afternoon,164,Ahmedabad-Vadodara,GJ02-AC-222,D121,Sleeper,60,44,73.33,250,11000,7.02,4.45,Good,20-04-2024,1,0.12,Low,0.46,5724,5276,Foggy,1,0,Navratri,178,23,Ahmedabad,Vadodara,111
3691,26-02-2024,Monday,Afternoon,129,Ahmedabad-Vadodara,GJ03-Non-AC-382,D406,AC,50,23,46,300,6900,10.11,4.86,Good,14-06-2024,0,0.29,High,0.26,3907,2993,Rainy,0,1,IPL Match,256,27,Ahmedabad,Vadodara,186
3692,11-01-2024,Thursday,Morning,317,Surat-Rajkot,GJ06-Sleeper-353,D339,AC,50,32,64,200,6400,7.76,4.85,Good,11-04-2024,3,0.59,Low,0.48,4846,1554,Clear,0,0,,149,11,Surat,Rajkot,117
3693,14-04-2024,Sunday,Night,168,Vadodara-Surat,GJ05-Non-AC-206,D459,AC,50,46,92,150,6900,7.21,4.36,Needs Repair,30-05-2024,3,0.76,Low,0.21,5930,970,Rainy,0,0,IPL Match,131,10,Vadodara,Surat,130
3694,28-06-2024,Friday,Afternoon,334,Surat-Rajkot,GJ06-Express-447,D161,AC,50,39,78,250,9750,6.78,5.41,Good,12-01-2024,2,0.67,Medium,0.37,3169,6581,Foggy,0,1,,296,9,Surat,Rajkot,66
3695,10-01-2024,Wednesday,Afternoon,112,Gandhinagar-Bhavnagar,GJ01-AC-121,D458,Express,60,52,86.67,300,15600,10.41,5.69,Good,04-03-2024,1,0.13,Low,0.37,4902,10698,Foggy,1,1,Festival Season,202,30,Gandhinagar,Bhavnagar,166
3696,13-04-2024,Saturday,Afternoon,110,Ahmedabad-Vadodara,GJ05-Express-125,D328,Express,50,24,48,150,3600,8.13,4.6,Good,01-01-2024,1,0.78,High,0.38,4610,-1010,Foggy,0,0,Festival Season,199,28,Ahmedabad,Vadodara,99
3697,03-04-2024,Wednesday,Night,430,Ahmedabad-Vadodara,GJ08-Non-AC-258,D400,Sleeper,50,53,106,150,7950,10.37,5.77,Needs Repair,10-01-2024,0,0.59,Low,0.45,6944,1006,Clear,1,0,,128,13,Ahmedabad,Vadodara,161
3698,18-06-2024,Tuesday,Afternoon,176,Ahmedabad-Vadodara,GJ08-Sleeper-214,D131,AC,60,51,85,300,15300,7.62,4.42,Good,10-01-2024,1,0.12,Medium,0.28,5821,9479,Clear,1,0,,191,11,Ahmedabad,Vadodara,143
3699,18-03-2024,Monday,Afternoon,279,Surat-Rajkot,GJ09-Sleeper-103,D405,Non-AC,50,59,118,200,11800,9.97,5.52,Needs Repair,23-03-2024,0,0.83,Low,0.7,3057,8743,Rainy,1,1,IPL Match,243,16,Surat,Rajkot,217
3700,20-03-2024,Wednesday,Night,326,Ahmedabad-Vadodara,GJ06-Express-181,D488,Non-AC,50,55,110,150,8250,10.02,5.65,Needs Repair,28-03-2024,3,0.26,Low,0.42,6638,1612,Rainy,0,0,,149,26,Ahmedabad,Vadodara,235
3701,02-06-2024,Sunday,Night,109,Gandhinagar-Bhavnagar,GJ09-Non-AC-383,D432,Non-AC,40,59,147.5,300,17700,8.91,4.17,Needs Repair,04-05-2024,1,0.53,Medium,0.11,5940,11760,Rainy,1,0,,248,9,Gandhinagar,Bhavnagar,134
3702,07-04-2024,Sunday,Afternoon,151,Gandhinagar-Bhavnagar,GJ02-Non-AC-135,D260,Sleeper,50,31,62,150,4650,8.8,4.59,Needs Repair,06-03-2024,2,0.84,Medium,0.15,4303,347,Foggy,1,1,Festival Season,277,30,Gandhinagar,Bhavnagar,198
3703,27-02-2024,Tuesday,Morning,268,Vadodara-Surat,GJ04-Non-AC-500,D250,AC,40,52,130,250,13000,7.33,4.91,Needs Repair,09-03-2024,3,0.59,High,0.33,4823,8177,Foggy,0,0,Navratri,282,24,Vadodara,Surat,195
3704,01-04-2024,Monday,Morning,339,Gandhinagar-Bhavnagar,GJ03-AC-140,D170,AC,50,33,66,300,9900,7.52,4.64,Needs Repair,01-04-2024,2,0.43,Medium,0.35,4503,5397,Foggy,0,0,Festival Season,145,12,Gandhinagar,Bhavnagar,232
3705,17-01-2024,Wednesday,Night,254,Vadodara-Surat,GJ01-Express-144,D314,Non-AC,40,41,102.5,250,10250,8.29,5.16,Needs Repair,12-04-2024,3,0.56,Low,0.68,5956,4294,Foggy,1,1,Navratri,195,17,Vadodara,Surat,206
3706,26-06-2024,Wednesday,Afternoon,131,Gandhinagar-Bhavnagar,GJ08-Express-205,D415,Sleeper,50,22,44,300,6600,6.73,4.63,Needs Repair,17-06-2024,0,0.32,High,0.28,5599,1001,Rainy,1,1,IPL Match,218,23,Gandhinagar,Bhavnagar,201
3707,17-04-2024,Wednesday,Afternoon,200,Ahmedabad-Vadodara,GJ07-Non-AC-407,D382,Sleeper,40,47,117.5,200,9400,10.36,5.77,Good,28-02-2024,1,0.34,Low,0.28,6999,2401,Foggy,0,0,IPL Match,259,16,Ahmedabad,Vadodara,123
3708,05-02-2024,Monday,Morning,457,Gandhinagar-Bhavnagar,GJ09-Non-AC-478,D121,Express,40,50,125,200,10000,10.31,5.35,Needs Repair,04-01-2024,1,0.84,Low,0.78,3773,6227,Foggy,0,0,Navratri,206,19,Gandhinagar,Bhavnagar,158
3709,25-04-2024,Thursday,Morning,421,Ahmedabad-Vadodara,GJ01-AC-268,D159,Express,40,56,140,200,11200,8.46,4.33,Needs Repair,18-04-2024,3,0.13,Medium,0.73,5858,5342,Clear,1,0,Navratri,240,19,Ahmedabad,Vadodara,194
3710,07-05-2024,Tuesday,Morning,368,Gandhinagar-Bhavnagar,GJ06-Express-153,D323,Sleeper,40,41,102.5,300,12300,6.62,5.14,Good,29-04-2024,3,0.14,Low,0.65,3954,8346,Foggy,1,1,Navratri,269,24,Gandhinagar,Bhavnagar,67
3711,27-02-2024,Tuesday,Morning,239,Surat-Rajkot,GJ09-Sleeper-119,D350,Sleeper,40,58,145,250,14500,9.02,5.84,Needs Repair,04-03-2024,2,0.14,Medium,0.65,5749,8751,Rainy,1,1,,120,16,Surat,Rajkot,91
3712,07-02-2024,Wednesday,Afternoon,242,Gandhinagar-Bhavnagar,GJ06-Express-344,D221,Non-AC,60,32,53.33,250,8000,10.21,4.65,Needs Repair,12-03-2024,3,0.28,Medium,0.52,5818,2182,Clear,0,0,Navratri,288,15,Gandhinagar,Bhavnagar,150
3713,07-04-2024,Sunday,Night,377,Gandhinagar-Bhavnagar,GJ04-Sleeper-112,D386,AC,60,47,78.33,200,9400,8.75,5.47,Good,02-05-2024,0,0.42,High,0.67,6020,3380,Foggy,0,1,Festival Season,125,2,Gandhinagar,Bhavnagar,94
3714,07-02-2024,Wednesday,Afternoon,171,Surat-Rajkot,GJ09-Express-407,D207,Sleeper,60,27,45,250,6750,9.31,4.42,Needs Repair,02-06-2024,3,0.28,Low,0.72,4133,2617,Clear,0,0,,248,24,Surat,Rajkot,131
3715,12-05-2024,Sunday,Afternoon,379,Ahmedabad-Vadodara,GJ05-Express-430,D157,Non-AC,50,21,42,250,5250,8.99,5.6,Needs Repair,30-04-2024,3,0.85,Medium,0.13,5725,-475,Rainy,0,1,,183,23,Ahmedabad,Vadodara,66
3716,17-03-2024,Sunday,Night,468,Vadodara-Surat,GJ09-Non-AC-334,D357,Sleeper,40,24,60,150,3600,7.23,5.61,Good,01-01-2024,3,0.75,Medium,0.49,5187,-1587,Rainy,0,0,IPL Match,209,20,Vadodara,Surat,122
3717,04-05-2024,Saturday,Night,249,Gandhinagar-Bhavnagar,GJ05-Sleeper-492,D101,Sleeper,60,54,90,250,13500,7.98,4.29,Needs Repair,07-04-2024,1,0.77,High,0.4,3368,10132,Foggy,1,0,,277,3,Gandhinagar,Bhavnagar,63
3718,14-06-2024,Friday,Morning,481,Surat-Rajkot,GJ06-Express-357,D456,Express,50,35,70,150,5250,6.65,4.55,Good,27-05-2024,3,0.15,Low,0.69,5027,223,Clear,0,1,Festival Season,149,30,Surat,Rajkot,226
3719,23-04-2024,Tuesday,Afternoon,259,Vadodara-Surat,GJ01-Non-AC-404,D300,AC,40,58,145,150,8700,7.55,4.02,Needs Repair,02-03-2024,3,0.84,Low,0.49,6027,2673,Clear,0,1,Festival Season,235,7,Vadodara,Surat,206
3720,15-03-2024,Friday,Afternoon,282,Ahmedabad-Vadodara,GJ04-Non-AC-425,D183,Non-AC,40,26,65,200,5200,8.83,5.98,Needs Repair,03-04-2024,2,0.81,High,0.43,5100,100,Rainy,0,1,,187,0,Ahmedabad,Vadodara,181
3721,16-02-2024,Friday,Night,487,Vadodara-Surat,GJ09-Express-368,D174,Express,50,53,106,250,13250,10.35,4.17,Good,11-02-2024,0,0.34,Medium,0.8,6088,7162,Foggy,1,1,,297,23,Vadodara,Surat,131
3722,23-01-2024,Tuesday,Afternoon,412,Surat-Rajkot,GJ03-AC-185,D452,Sleeper,50,30,60,250,7500,6.58,5.89,Needs Repair,25-05-2024,2,0.47,Low,0.11,4733,2767,Clear,0,0,Festival Season,187,18,Surat,Rajkot,197
3723,13-06-2024,Thursday,Morning,288,Gandhinagar-Bhavnagar,GJ08-Sleeper-361,D315,Sleeper,60,30,50,150,4500,10.39,4.23,Needs Repair,15-01-2024,0,0.42,Medium,0.53,5438,-938,Clear,0,1,Navratri,297,0,Gandhinagar,Bhavnagar,169
3724,10-01-2024,Wednesday,Afternoon,220,Ahmedabad-Vadodara,GJ05-Express-242,D429,Sleeper,60,37,61.67,300,11100,9.56,4.96,Needs Repair,03-02-2024,0,0.7,Low,0.35,4036,7064,Foggy,1,0,IPL Match,248,6,Ahmedabad,Vadodara,169
3725,04-06-2024,Tuesday,Afternoon,131,Gandhinagar-Bhavnagar,GJ07-AC-388,D493,Express,50,26,52,150,3900,8.44,5.39,Good,24-03-2024,3,0.56,Low,0.59,4146,-246,Rainy,1,0,,156,5,Gandhinagar,Bhavnagar,96
3726,02-01-2024,Tuesday,Afternoon,487,Vadodara-Surat,GJ09-AC-311,D342,Sleeper,40,34,85,200,6800,7,4.57,Good,01-03-2024,1,0.9,High,0.7,5332,1468,Foggy,0,1,,169,18,Vadodara,Surat,156
3727,25-02-2024,Sunday,Afternoon,446,Surat-Rajkot,GJ09-Non-AC-445,D442,AC,50,36,72,150,5400,9.98,5.48,Good,20-03-2024,3,0.5,High,0.65,5461,-61,Foggy,0,0,Festival Season,280,21,Surat,Rajkot,157
3728,28-04-2024,Sunday,Morning,117,Gandhinagar-Bhavnagar,GJ01-Express-253,D372,Non-AC,50,37,74,250,9250,9.74,5.33,Needs Repair,10-03-2024,0,0.87,High,0.21,3358,5892,Foggy,1,1,IPL Match,140,9,Gandhinagar,Bhavnagar,58
3729,18-03-2024,Monday,Afternoon,156,Gandhinagar-Bhavnagar,GJ06-Sleeper-378,D218,Non-AC,50,21,42,300,6300,8.44,5.61,Needs Repair,07-05-2024,2,0.46,High,0.47,4771,1529,Foggy,0,1,Navratri,276,1,Gandhinagar,Bhavnagar,128
3730,25-01-2024,Thursday,Night,472,Vadodara-Surat,GJ04-AC-237,D411,Non-AC,60,20,33.33,250,5000,9.2,4.79,Good,27-05-2024,3,0.78,Low,0.49,6770,-1770,Foggy,0,0,Navratri,208,8,Vadodara,Surat,204
3731,09-01-2024,Tuesday,Night,475,Gandhinagar-Bhavnagar,GJ03-Non-AC-425,D326,Express,40,44,110,200,8800,9.27,5.01,Good,05-02-2024,1,0.7,High,0.1,4587,4213,Rainy,0,1,,126,10,Gandhinagar,Bhavnagar,64
3732,31-05-2024,Friday,Afternoon,379,Gandhinagar-Bhavnagar,GJ01-Sleeper-186,D115,Express,50,38,76,300,11400,8.38,5.47,Good,30-05-2024,3,0.28,High,0.58,5599,5801,Clear,0,0,IPL Match,221,14,Gandhinagar,Bhavnagar,68
3733,09-02-2024,Friday,Afternoon,238,Ahmedabad-Vadodara,GJ02-Sleeper-147,D139,AC,50,60,120,150,9000,9.07,5.61,Good,29-06-2024,3,0.58,Medium,0.6,5291,3709,Rainy,1,0,Navratri,189,16,Ahmedabad,Vadodara,139
3734,03-06-2024,Monday,Afternoon,127,Gandhinagar-Bhavnagar,GJ09-Non-AC-117,D417,Express,50,42,84,300,12600,8.05,5.84,Needs Repair,18-02-2024,1,0.88,Low,0.79,4734,7866,Rainy,0,1,Navratri,185,7,Gandhinagar,Bhavnagar,229
3735,10-01-2024,Wednesday,Night,337,Surat-Rajkot,GJ07-Sleeper-228,D235,Sleeper,60,58,96.67,150,8700,8.12,5.87,Needs Repair,27-03-2024,2,0.59,High,0.2,5408,3292,Clear,0,0,,266,8,Surat,Rajkot,75
3736,26-01-2024,Friday,Afternoon,298,Ahmedabad-Vadodara,GJ05-Sleeper-257,D417,Sleeper,40,30,75,200,6000,6.92,5.91,Good,04-06-2024,2,0.6,Medium,0.14,4438,1562,Clear,1,1,Festival Season,207,24,Ahmedabad,Vadodara,203
3737,11-03-2024,Monday,Night,126,Vadodara-Surat,GJ05-Express-331,D265,Non-AC,50,33,66,300,9900,9.77,4.72,Needs Repair,23-03-2024,1,0.73,Low,0.24,5501,4399,Foggy,1,0,Festival Season,191,4,Vadodara,Surat,203
3738,27-05-2024,Monday,Afternoon,416,Gandhinagar-Bhavnagar,GJ07-AC-320,D215,AC,60,39,65,250,9750,6.91,5.86,Good,24-05-2024,3,0.36,Medium,0.31,6076,3674,Rainy,1,0,,248,18,Gandhinagar,Bhavnagar,223
3739,30-01-2024,Tuesday,Afternoon,310,Gandhinagar-Bhavnagar,GJ01-AC-148,D443,Non-AC,40,52,130,200,10400,8.23,4.58,Good,05-05-2024,2,0.51,Low,0.7,4489,5911,Clear,0,1,Festival Season,136,7,Gandhinagar,Bhavnagar,141
3740,05-05-2024,Sunday,Afternoon,412,Gandhinagar-Bhavnagar,GJ08-Express-462,D259,Non-AC,50,41,82,200,8200,6.95,4.96,Good,07-04-2024,1,0.83,Medium,0.25,4195,4005,Clear,1,1,Navratri,215,28,Gandhinagar,Bhavnagar,226
3741,11-01-2024,Thursday,Night,420,Gandhinagar-Bhavnagar,GJ03-Non-AC-190,D124,AC,50,32,64,300,9600,6.94,5.51,Needs Repair,05-04-2024,1,0.56,Low,0.59,6855,2745,Foggy,1,1,Festival Season,276,26,Gandhinagar,Bhavnagar,131
3742,04-03-2024,Monday,Afternoon,474,Surat-Rajkot,GJ06-AC-431,D441,AC,60,52,86.67,200,10400,7.62,5.59,Good,20-04-2024,2,0.69,Medium,0.55,4336,6064,Clear,0,1,IPL Match,144,11,Surat,Rajkot,230
3743,21-06-2024,Friday,Night,434,Vadodara-Surat,GJ06-AC-405,D269,Sleeper,50,29,58,300,8700,6.65,5.98,Good,04-03-2024,2,0.72,High,0.39,4147,4553,Clear,0,1,Festival Season,141,28,Vadodara,Surat,180
3744,23-02-2024,Friday,Afternoon,258,Surat-Rajkot,GJ05-Non-AC-421,D445,Sleeper,50,28,56,150,4200,6.8,5.41,Needs Repair,02-05-2024,2,0.76,High,0.68,6937,-2737,Clear,0,0,Festival Season,267,21,Surat,Rajkot,243
3745,18-02-2024,Sunday,Morning,127,Gandhinagar-Bhavnagar,GJ06-Express-431,D325,Express,50,29,58,250,7250,9.13,5.59,Good,16-06-2024,3,0.14,Low,0.8,3067,4183,Foggy,0,0,IPL Match,210,19,Gandhinagar,Bhavnagar,91
3746,05-03-2024,Tuesday,Afternoon,183,Surat-Rajkot,GJ05-AC-133,D328,Express,40,26,65,300,7800,8.78,5.03,Good,01-04-2024,2,0.36,Low,0.48,6587,1213,Clear,1,0,Navratri,191,8,Surat,Rajkot,68
3747,22-05-2024,Wednesday,Morning,428,Ahmedabad-Vadodara,GJ06-Sleeper-176,D295,Non-AC,60,52,86.67,200,10400,9.07,4.52,Needs Repair,12-01-2024,2,0.35,High,0.32,6772,3628,Clear,1,0,Navratri,244,19,Ahmedabad,Vadodara,66
3748,18-06-2024,Tuesday,Night,260,Gandhinagar-Bhavnagar,GJ05-Non-AC-201,D214,Sleeper,60,31,51.67,250,7750,9.3,5.34,Good,21-03-2024,3,0.36,High,0.45,6638,1112,Foggy,1,1,IPL Match,251,8,Gandhinagar,Bhavnagar,210
3749,20-02-2024,Tuesday,Night,436,Vadodara-Surat,GJ01-Non-AC-248,D334,Non-AC,50,29,58,250,7250,9.99,4.19,Good,31-01-2024,2,0.57,Low,0.23,4306,2944,Rainy,0,0,,259,10,Vadodara,Surat,125
3750,16-03-2024,Saturday,Afternoon,183,Ahmedabad-Vadodara,GJ01-AC-222,D460,Sleeper,50,60,120,150,9000,8.45,4.39,Needs Repair,29-05-2024,2,0.86,Medium,0.38,3983,5017,Clear,0,0,Navratri,209,27,Ahmedabad,Vadodara,226
3751,13-05-2024,Monday,Morning,172,Vadodara-Surat,GJ07-Non-AC-277,D162,Sleeper,50,37,74,300,11100,7.36,4.73,Needs Repair,26-03-2024,3,0.47,Medium,0.3,5387,5713,Clear,0,1,Navratri,191,1,Vadodara,Surat,233
3752,06-03-2024,Wednesday,Night,393,Ahmedabad-Vadodara,GJ04-Non-AC-171,D290,AC,40,25,62.5,300,7500,10.37,5.53,Good,18-03-2024,1,0.51,Medium,0.47,5236,2264,Rainy,1,1,Navratri,226,5,Ahmedabad,Vadodara,112
3753,19-01-2024,Friday,Morning,426,Vadodara-Surat,GJ05-Non-AC-153,D276,Non-AC,60,36,60,200,7200,7.78,5.15,Needs Repair,06-01-2024,2,0.21,Medium,0.79,5336,1864,Rainy,0,1,,275,20,Vadodara,Surat,180
3754,27-01-2024,Saturday,Night,160,Vadodara-Surat,GJ01-Sleeper-406,D131,AC,50,44,88,150,6600,8.78,5.24,Good,07-05-2024,2,0.78,Medium,0.45,3941,2659,Clear,1,1,IPL Match,206,25,Vadodara,Surat,156
3755,31-03-2024,Sunday,Afternoon,461,Ahmedabad-Vadodara,GJ09-Express-253,D354,Sleeper,50,57,114,300,17100,10.19,4.84,Needs Repair,02-05-2024,2,0.48,Medium,0.79,3343,13757,Rainy,0,1,IPL Match,170,21,Ahmedabad,Vadodara,98
3756,15-05-2024,Wednesday,Morning,250,Surat-Rajkot,GJ07-AC-409,D191,Non-AC,60,39,65,300,11700,10.22,4.74,Good,02-06-2024,3,0.14,Low,0.63,6911,4789,Rainy,1,1,,161,22,Surat,Rajkot,104
3757,02-01-2024,Tuesday,Morning,484,Gandhinagar-Bhavnagar,GJ06-Express-282,D181,Sleeper,50,49,98,150,7350,6.5,4.91,Needs Repair,25-02-2024,2,0.89,Low,0.31,4768,2582,Clear,1,1,,152,9,Gandhinagar,Bhavnagar,203
3758,08-01-2024,Monday,Night,397,Vadodara-Surat,GJ02-Sleeper-470,D356,Express,50,54,108,300,16200,9.8,5.23,Needs Repair,08-05-2024,3,0.15,Low,0.63,6204,9996,Foggy,1,1,Navratri,164,26,Vadodara,Surat,148
3759,06-01-2024,Saturday,Morning,118,Surat-Rajkot,GJ04-Sleeper-374,D276,Non-AC,50,52,104,250,13000,9.79,4.21,Good,05-01-2024,3,0.33,Low,0.35,3839,9161,Foggy,1,0,Navratri,245,10,Surat,Rajkot,249
3760,19-02-2024,Monday,Morning,104,Ahmedabad-Vadodara,GJ03-AC-432,D469,AC,40,28,70,150,4200,7.54,5.14,Needs Repair,23-02-2024,3,0.79,Low,0.57,4534,-334,Foggy,0,1,Festival Season,176,11,Ahmedabad,Vadodara,101
3761,28-01-2024,Sunday,Afternoon,380,Ahmedabad-Vadodara,GJ07-Express-222,D207,Express,50,41,82,250,10250,8.54,5.1,Needs Repair,09-04-2024,1,0.27,Low,0.59,6074,4176,Rainy,1,1,IPL Match,177,22,Ahmedabad,Vadodara,149
3762,01-02-2024,Thursday,Afternoon,213,Ahmedabad-Vadodara,GJ09-Non-AC-423,D207,Express,60,23,38.33,250,5750,6.65,4.52,Needs Repair,02-05-2024,0,0.25,Low,0.59,3437,2313,Foggy,1,0,Festival Season,258,13,Ahmedabad,Vadodara,166
3763,07-05-2024,Tuesday,Night,188,Ahmedabad-Vadodara,GJ06-AC-288,D389,Sleeper,50,58,116,250,14500,9.2,4.52,Needs Repair,21-01-2024,3,0.42,High,0.79,5906,8594,Foggy,1,1,Festival Season,293,24,Ahmedabad,Vadodara,167
3764,18-03-2024,Monday,Morning,276,Gandhinagar-Bhavnagar,GJ01-Sleeper-297,D335,Sleeper,40,44,110,150,6600,9.16,5.35,Good,17-01-2024,2,0.88,Medium,0.61,5323,1277,Rainy,1,0,,287,21,Gandhinagar,Bhavnagar,56
3765,05-03-2024,Tuesday,Afternoon,471,Surat-Rajkot,GJ04-AC-135,D219,Express,60,39,65,300,11700,7.71,4.08,Good,29-03-2024,1,0.88,Medium,0.41,4331,7369,Rainy,0,1,Navratri,229,26,Surat,Rajkot,95
3766,05-05-2024,Sunday,Night,322,Surat-Rajkot,GJ07-Express-307,D295,AC,60,58,96.67,250,14500,8.79,5.83,Good,09-01-2024,0,0.52,Low,0.72,3058,11442,Foggy,1,1,Navratri,167,16,Surat,Rajkot,95
3767,24-05-2024,Friday,Afternoon,421,Ahmedabad-Vadodara,GJ05-AC-158,D482,Sleeper,60,59,98.33,150,8850,6.84,4.16,Good,13-03-2024,2,0.37,High,0.4,5966,2884,Foggy,0,0,Festival Season,273,12,Ahmedabad,Vadodara,149
3768,08-04-2024,Monday,Night,286,Surat-Rajkot,GJ03-AC-160,D421,AC,50,24,48,250,6000,9.87,4.25,Needs Repair,14-05-2024,1,0.12,Medium,0.56,5515,485,Foggy,1,0,Festival Season,293,23,Surat,Rajkot,193
3769,27-06-2024,Thursday,Night,366,Ahmedabad-Vadodara,GJ01-Express-133,D231,AC,40,39,97.5,150,5850,7.42,5.66,Needs Repair,23-04-2024,2,0.39,High,0.35,5682,168,Foggy,0,0,Navratri,207,18,Ahmedabad,Vadodara,201
3770,12-02-2024,Monday,Afternoon,105,Vadodara-Surat,GJ02-Express-162,D409,AC,40,43,107.5,200,8600,8.6,5.12,Needs Repair,11-02-2024,3,0.81,High,0.67,3442,5158,Rainy,1,0,Festival Season,213,25,Vadodara,Surat,238
3771,03-06-2024,Monday,Night,190,Gandhinagar-Bhavnagar,GJ04-Non-AC-127,D109,Sleeper,40,45,112.5,200,9000,10.03,4.95,Needs Repair,13-04-2024,1,0.39,Low,0.44,3308,5692,Rainy,0,0,Festival Season,180,26,Gandhinagar,Bhavnagar,103
3772,18-03-2024,Monday,Morning,355,Surat-Rajkot,GJ07-Sleeper-364,D404,Sleeper,50,26,52,150,3900,7.13,5.91,Needs Repair,09-06-2024,0,0.6,Medium,0.71,4839,-939,Clear,0,0,Navratri,180,30,Surat,Rajkot,111
3773,19-04-2024,Friday,Morning,483,Ahmedabad-Vadodara,GJ07-Sleeper-297,D466,Non-AC,50,51,102,300,15300,8.33,5.99,Needs Repair,06-01-2024,3,0.71,Medium,0.65,6044,9256,Rainy,1,1,IPL Match,255,2,Ahmedabad,Vadodara,178
3774,11-06-2024,Tuesday,Afternoon,139,Ahmedabad-Vadodara,GJ09-Express-133,D120,Non-AC,50,35,70,200,7000,7.59,4.77,Good,25-01-2024,3,0.7,Medium,0.25,5731,1269,Rainy,0,1,Festival Season,194,23,Ahmedabad,Vadodara,98
3775,17-03-2024,Sunday,Night,171,Gandhinagar-Bhavnagar,GJ04-Sleeper-467,D186,Sleeper,50,33,66,300,9900,7.75,5.59,Good,17-01-2024,3,0.11,High,0.28,5098,4802,Foggy,1,1,Festival Season,184,21,Gandhinagar,Bhavnagar,74
3776,16-06-2024,Sunday,Night,293,Ahmedabad-Vadodara,GJ08-Express-138,D385,Non-AC,50,30,60,150,4500,8.07,5.31,Good,19-01-2024,2,0.78,Medium,0.7,6335,-1835,Foggy,1,0,,216,9,Ahmedabad,Vadodara,59
3777,24-01-2024,Wednesday,Morning,257,Surat-Rajkot,GJ09-AC-486,D206,AC,40,20,50,150,3000,7.41,5.1,Needs Repair,09-01-2024,3,0.75,Low,0.27,5249,-2249,Foggy,1,0,,214,12,Surat,Rajkot,167
3778,29-02-2024,Thursday,Night,440,Gandhinagar-Bhavnagar,GJ07-Non-AC-142,D330,Sleeper,50,56,112,250,14000,6.77,5.04,Needs Repair,07-04-2024,2,0.32,Low,0.2,4488,9512,Rainy,0,0,,265,23,Gandhinagar,Bhavnagar,193
3779,13-01-2024,Saturday,Afternoon,117,Gandhinagar-Bhavnagar,GJ04-Express-326,D156,Non-AC,60,55,91.67,150,8250,7.48,5.06,Needs Repair,09-01-2024,0,0.89,Medium,0.75,4153,4097,Foggy,1,1,,296,4,Gandhinagar,Bhavnagar,235
3780,04-06-2024,Tuesday,Night,469,Gandhinagar-Bhavnagar,GJ09-Non-AC-481,D330,Sleeper,60,53,88.33,150,7950,8.79,5.95,Good,18-04-2024,1,0.3,Low,0.62,6763,1187,Foggy,1,1,Navratri,191,29,Gandhinagar,Bhavnagar,249
3781,05-01-2024,Friday,Afternoon,205,Gandhinagar-Bhavnagar,GJ04-Non-AC-143,D179,AC,60,38,63.33,150,5700,6.67,4.73,Good,14-05-2024,0,0.34,Low,0.68,3380,2320,Clear,0,0,Navratri,126,5,Gandhinagar,Bhavnagar,206
3782,03-04-2024,Wednesday,Night,248,Vadodara-Surat,GJ04-AC-370,D102,AC,60,39,65,250,9750,9.36,5.76,Needs Repair,23-03-2024,1,0.66,High,0.27,4925,4825,Clear,0,0,Navratri,217,14,Vadodara,Surat,141
3783,25-05-2024,Saturday,Morning,484,Gandhinagar-Bhavnagar,GJ06-Express-220,D203,AC,60,41,68.33,300,12300,9.47,4.99,Needs Repair,10-06-2024,2,0.33,Medium,0.26,3405,8895,Clear,0,0,Festival Season,168,11,Gandhinagar,Bhavnagar,183
3784,02-02-2024,Friday,Afternoon,280,Gandhinagar-Bhavnagar,GJ09-AC-325,D100,AC,60,46,76.67,250,11500,7.74,5.61,Needs Repair,30-04-2024,2,0.31,Low,0.61,5014,6486,Rainy,0,0,Festival Season,200,7,Gandhinagar,Bhavnagar,193
